BaseType,Initial_Weight_g,AfterBlend_Weight_g,AfterHeating_Weight_g,Heating_Temperature_C,AfterCompression_Weight_g,Heating_time,Pan_type,Blending_time,Blender_power_W,mixer_speed,ph,moisture,Compression_Pressure_psi
Tomato Waste,101.0,97.3,51.36,107.63,41.49,12.88,Iron ,30.74,331.27,1.91,5.56,L2,25
Tomato Waste,107.07,95.95,48.02,100.5,44.67,12.66,Iron ,30.92,373.66,2.01,5.97,L2,25
Tomato Waste,119.75,118.52,50.51,110.43,47.18,19.6,Iron ,35.88,353.27,3.08,5.41,L3,27
Tomato Waste,107.95,104.38,51.05,105.91,42.11,12.47,Iron ,27.65,361.15,2.07,5.85,L2,25
Tomato Waste,122.76,123.87,51.59,113.34,51.73,20.08,Iron ,34.41,410.07,3.06,5.18,L3,27
Tomato Waste,98.41,106.92,50.99,92.42,42.23,14.02,Iron ,31.93,341.64,1.85,5.53,L2,25
Tomato Waste,98.04,101.9,48.28,99.68,42.44,12.97,Iron ,29.39,347.55,1.95,5.67,L2,25
Tomato Waste,117.99,124.56,53.7,104.57,45.71,19.71,Iron ,37.43,397.49,3.12,5.63,L3,27
Tomato Waste,96.75,99.7,51.09,94.39,47.84,12.12,Iron ,30.01,343.43,1.89,6.23,L2,25
Tomato Waste,130.87,118.28,49.89,109.56,45.75,19.0,Iron ,34.77,408.08,3.08,5.32,L3,27
Tomato Waste,111.93,95.76,47.14,104.19,44.23,13.74,Iron ,27.66,344.8,2.15,6.07,L2,25
Tomato Waste,127.48,114.41,57.88,106.78,45.98,19.85,Iron ,33.72,350.92,3.15,5.61,L3,27
Tomato Waste,134.48,126.58,49.82,102.66,51.92,18.31,Iron ,33.52,389.21,2.98,5.38,L3,27
Tomato Waste,102.79,104.22,45.52,94.45,44.78,12.5,Iron ,31.68,377.01,2.09,6.13,L2,25
Tomato Waste,118.04,113.47,57.62,103.04,47.86,20.27,Iron ,32.3,359.52,2.99,5.64,L3,27
Tomato Waste,135.43,125.05,51.02,103.27,51.07,19.72,Iron ,34.07,373.38,2.94,5.25,L3,27
Tomato Waste,96.92,94.65,47.17,95.41,47.75,12.56,Iron ,28.18,375.86,2.06,6.24,L2,25
Tomato Waste,130.18,117.97,52.21,107.75,49.21,19.76,Iron ,35.28,353.95,3.22,5.85,L3,27
Tomato Waste,137.32,126.68,55.48,105.37,49.31,17.59,Iron ,32.42,375.04,2.98,5.82,L3,27
Tomato Waste,127.34,131.47,52.26,108.66,45.69,18.76,Iron ,33.59,381.58,2.98,5.98,L3,27
Tomato Waste,123.49,121.41,55.72,115.27,46.32,18.49,Iron ,34.46,401.78,3.04,5.93,L3,27
Tomato Waste,107.07,98.0,46.56,104.48,47.53,13.68,Iron ,30.47,368.44,1.93,5.75,L2,25
Tomato Waste,137.67,117.07,49.88,115.27,52.15,19.23,Iron ,37.3,367.0,3.05,5.9,L3,27
Tomato Waste,103.09,107.09,49.91,99.5,47.48,13.55,Iron ,28.79,346.38,1.99,6.14,L2,25
Tomato Waste,102.96,94.79,46.6,98.44,45.47,13.44,Iron ,31.5,353.14,1.98,5.48,L2,25
Tomato Waste,134.31,114.55,56.13,107.91,47.97,18.45,Iron ,33.64,355.44,3.18,5.36,L3,27
Tomato Waste,122.45,130.3,52.43,106.04,49.83,18.93,Iron ,35.41,399.79,3.05,5.6,L3,27
Tomato Waste,127.64,129.14,50.68,104.08,45.98,19.76,Iron ,33.77,400.04,3.1,5.94,L3,27
Tomato Waste,104.27,95.67,46.42,100.86,47.03,13.72,Iron ,31.02,322.33,1.87,5.94,L2,25
Tomato Waste,122.39,129.97,55.03,116.77,49.52,19.87,Iron ,35.03,409.91,2.98,5.54,L3,27
Tomato Waste,101.6,101.63,44.38,103.22,42.07,12.19,Iron ,28.11,345.83,2.08,6.24,L2,25
Tomato Waste,119.35,124.4,51.32,118.5,46.89,19.98,Iron ,33.99,369.68,3.03,5.7,L3,27
Tomato Waste,104.43,102.35,47.28,96.45,41.51,13.27,Iron ,30.02,343.66,1.98,5.74,L2,25
Tomato Waste,104.65,95.77,45.53,104.52,48.06,12.84,Iron ,28.23,373.8,1.85,6.17,L2,25
Tomato Waste,135.48,116.55,55.8,113.16,46.21,17.55,Iron ,34.72,377.99,2.78,5.54,L3,27
Tomato Waste,118.96,124.66,50.67,107.21,50.3,18.61,Iron ,33.32,396.4,3.08,5.2,L3,27
Tomato Waste,128.77,118.13,55.68,112.52,51.22,18.79,Iron ,35.75,357.17,3.06,5.6,L3,27
Tomato Waste,100.41,99.82,49.73,104.62,47.26,13.16,Iron ,30.96,335.39,2.11,5.84,L2,25
Tomato Waste,132.24,132.4,51.22,101.99,48.06,18.16,Iron ,32.42,371.37,2.84,5.17,L3,27
Tomato Waste,123.28,113.23,53.06,107.92,52.84,18.22,Iron ,33.12,393.25,3.23,5.3,L3,27
chow chow,90.02,89.04,47.26,95.11,47.91,13.32,Iron ,20.56,189.72,1.05,6.12,L2,"
"
chow chow,110.19,106.24,60.89,96.26,58.77,20.44,Iron ,24.96,313.4,1.89,6.02,L3,"
"
chow chow,105.34,106.25,66.29,106.79,61.28,19.08,Iron ,24.78,302.76,1.85,5.79,L3,"
"
chow chow,107.01,104.07,60.72,107.3,55.78,18.39,Iron ,24.7,305.31,1.99,5.73,L3,"
"
chow chow,118.14,111.35,59.92,106.18,56.54,20.4,Iron ,24.57,323.98,2.04,5.99,L3,"
"
chow chow,112.27,102.41,58.76,103.64,62.19,19.65,Iron ,25.67,301.24,2.04,5.73,L3,"
"
chow chow,94.14,87.53,50.28,86.88,45.1,13.5,Iron ,19.82,208.5,1.07,6.68,L2,"
"
chow chow,87.81,88.09,46.32,92.56,45.24,13.86,Iron ,19.21,195.12,1.01,6.36,L2,"
"
chow chow,88.65,82.62,49.94,86.69,44.79,13.25,Iron ,20.72,211.61,1.0,6.06,L2,"
"
chow chow,89.98,85.79,47.94,88.8,48.83,13.76,Iron ,18.51,212.4,1.02,6.22,L2,"
"
chow chow,92.3,92.85,49.2,96.45,45.55,12.39,Iron ,18.93,193.45,1.07,5.95,L2,"
"
chow chow,86.43,94.77,51.99,93.69,47.17,12.3,Iron ,20.46,187.66,0.92,6.21,L2,"
"
chow chow,113.37,102.03,58.98,106.35,64.75,18.13,Iron ,24.52,322.79,2.06,5.99,L3,"
"
chow chow,95.34,81.92,49.99,90.41,44.76,12.98,Iron ,19.85,204.28,1.08,6.26,L2,"
"
chow chow,117.29,115.83,66.6,106.36,64.67,17.87,Iron ,23.49,303.6,2.12,6.29,L3,"
"
chow chow,91.56,94.5,52.39,84.61,44.97,12.74,Iron ,20.17,200.94,1.01,6.39,L2,"
"
chow chow,112.6,114.64,64.56,93.97,61.06,18.71,Iron ,23.78,320.67,2.07,5.69,L3,"
"
chow chow,120.03,110.71,66.76,105.9,57.28,18.35,Iron ,26.6,319.28,2.04,6.03,L3,"
"
chow chow,118.05,106.66,58.81,98.9,55.69,20.41,Iron ,23.21,279.64,1.97,5.91,L3,"
"
chow chow,89.46,91.28,48.65,85.77,45.7,13.97,Iron ,20.3,187.93,1.05,6.43,L2,"
"
chow chow,105.99,103.48,65.84,105.66,62.87,17.94,Iron ,23.45,314.3,1.94,5.84,L3,"
"
chow chow,86.01,89.91,46.05,93.57,43.61,14.03,Iron ,21.15,196.55,0.97,6.03,L2,"
"
chow chow,109.76,102.08,64.02,106.67,56.24,20.49,Iron ,25.71,310.08,1.97,5.95,L3,"
"
chow chow,85.51,93.26,49.36,91.86,48.6,12.93,Iron ,21.35,210.21,1.08,6.25,L2,"
"
chow chow,84.75,94.81,46.06,87.65,46.91,13.45,Iron ,20.95,187.65,1.01,6.59,L2,"
"
chow chow,108.58,103.73,66.0,104.49,63.26,17.88,Iron ,23.59,286.83,2.07,5.59,L3,"
"
chow chow,97.15,93.06,49.22,87.64,48.61,13.58,Iron ,21.07,207.36,1.01,6.12,L2,"
"
chow chow,106.23,113.97,60.88,92.51,57.04,18.13,Iron ,25.89,277.01,1.99,5.97,L3,"
"
chow chow,96.92,94.7,51.47,83.16,45.61,12.6,Iron ,20.41,190.39,0.97,6.52,L2,"
"
chow chow,106.02,102.65,67.48,105.61,63.75,20.4,Iron ,26.81,277.43,1.86,6.06,L3,"
"
chow chow,90.65,82.63,45.9,87.53,46.44,12.53,Iron ,20.88,212.08,0.92,6.36,L2,"
"
chow chow,83.56,89.1,47.44,96.1,45.48,12.24,Iron ,21.57,210.89,1.06,6.07,L2,"
"
chow chow,103.65,114.91,60.8,106.35,61.21,18.59,Iron ,26.4,279.36,2.06,5.74,L3,"
"
chow chow,118.16,109.73,64.92,107.2,63.06,18.33,Iron ,26.71,323.15,2.0,6.39,L3,"
"
chow chow,87.06,89.4,50.38,94.26,43.98,14.01,Iron ,20.98,204.96,0.99,6.57,L2,"
"
chow chow,87.11,87.6,49.62,95.34,49.86,12.07,Iron ,19.04,209.99,1.0,6.02,L2,"
"
chow chow,117.32,108.77,58.94,93.24,62.99,18.11,Iron ,23.97,323.6,1.96,6.12,L3,"
"
chow chow,86.91,91.44,46.88,89.87,48.71,14.0,Iron ,19.49,184.89,1.03,6.43,L2,"
"
chow chow,94.32,81.53,47.38,92.86,46.09,12.5,Iron ,18.78,197.12,1.03,6.32,L2,"
"
chow chow,86.24,86.76,51.04,84.91,47.26,13.16,Iron ,18.6,197.19,0.98,6.5,L2,"
"
chow chow,104.93,109.7,62.68,94.94,59.36,18.32,Iron ,24.99,283.92,2.04,6.42,L3,"
"
chow chow,112.6,107.1,58.69,107.99,61.88,20.02,Iron ,26.07,280.73,2.05,5.98,L3,"
"
chow chow,105.44,117.42,63.92,96.91,55.8,18.75,Iron ,26.67,299.9,2.13,6.0,L3,"
"
chow chow,95.3,92.43,48.03,88.83,43.86,12.7,Iron ,20.56,186.94,0.95,6.47,L2,"
"
chow chow,91.93,82.87,52.22,90.39,44.94,13.28,Iron ,20.33,215.77,0.94,6.14,L2,"
"
chow chow,111.39,116.33,65.21,97.53,62.46,18.58,Iron ,26.76,279.04,2.15,5.78,L3,"
"
chow chow,90.91,85.51,49.22,94.17,48.74,12.23,Iron ,20.04,185.38,0.97,6.1,L2,"
"
chow chow,85.41,88.34,46.82,94.2,47.42,13.43,Iron ,20.4,194.19,0.95,6.67,L2,"
"
chow chow,90.31,89.4,49.54,93.6,44.72,13.58,Iron ,19.76,197.8,0.96,6.18,L2,"
"
chow chow,84.87,95.37,47.62,93.22,43.59,13.95,Iron ,20.36,188.08,0.97,5.88,L2,"
"
chow chow,85.19,91.13,48.74,86.84,43.8,12.75,Iron ,20.27,207.73,0.97,6.31,L2,"
"
chow chow,115.64,116.43,60.35,107.79,59.3,20.01,Iron ,25.6,290.26,1.96,6.32,L3,"
"
chow chow,112.31,108.24,63.38,93.03,63.56,19.47,Iron ,26.27,314.51,2.02,6.41,L3,"
"
chow chow,104.09,104.86,60.8,104.29,57.74,19.15,Iron ,25.13,320.46,1.99,6.11,L3,"
"
chow chow,86.96,88.79,47.88,93.05,43.71,12.0,Iron ,20.14,215.48,1.08,6.49,L2,"
"
chow chow,118.13,105.54,65.54,95.21,59.78,20.17,Iron ,26.72,303.6,2.01,5.81,L3,"
"
chow chow,113.25,114.66,59.71,99.25,62.36,20.22,Iron ,25.49,303.26,2.12,5.74,L3,"
"
chow chow,87.93,93.29,45.96,90.88,42.88,13.55,Iron ,20.03,194.52,0.97,6.33,L2,"
"
chow chow,111.19,109.99,63.51,92.04,61.81,18.84,Iron ,26.62,294.52,2.13,5.71,L3,"
"
chow chow,90.27,94.39,46.28,84.51,48.1,13.5,Iron ,18.46,206.17,0.98,6.39,L2,"
"
chow chow,92.52,81.94,48.21,88.6,48.24,13.16,Iron ,21.39,213.27,1.05,6.61,L2,"
"
chow chow,88.11,94.14,48.65,94.19,44.93,12.53,Iron ,21.47,198.01,1.03,6.02,L2,"
"
chow chow,97.12,89.65,47.27,96.76,48.39,12.95,Iron ,19.18,201.11,1.0,6.4,L2,"
"
chow chow,113.2,105.58,63.56,104.38,58.72,20.33,Iron ,23.53,304.89,2.09,6.13,L3,"
"
chow chow,94.92,83.98,51.04,93.49,49.39,12.39,Iron ,19.27,215.9,0.98,6.2,L2,"
"
chow chow,93.79,90.62,50.28,85.82,49.0,12.0,Iron ,20.86,202.59,1.04,6.24,L2,"
"
chow chow,110.32,115.15,67.87,106.55,60.6,18.85,Iron ,26.2,295.94,2.13,6.4,L3,"
"
chow chow,86.6,87.86,46.12,95.01,45.67,13.9,Iron ,21.16,203.65,0.95,5.76,L2,"
"
chow chow,109.78,116.94,58.34,98.59,60.17,17.91,Iron ,25.97,281.45,2.09,6.36,L3,"
"
chow chow,118.98,108.67,65.2,103.47,60.28,18.53,Iron ,24.69,287.08,1.98,5.74,L3,"
"
chow chow,109.03,106.13,58.34,101.26,58.57,19.8,Iron ,26.4,299.02,2.04,6.0,L3,"
"
chow chow,115.39,114.83,59.01,93.09,56.58,20.18,Iron ,23.29,276.98,1.94,5.96,L3,"
"
chow chow,90.96,95.41,46.94,93.18,43.41,12.35,Iron ,18.58,213.1,0.96,5.75,L2,"
"
chow chow,112.51,107.7,65.55,96.07,64.67,18.45,Iron ,24.36,300.57,2.1,5.83,L3,"
"
chow chow,112.58,107.89,60.94,98.39,56.78,19.91,Iron ,25.48,298.37,2.04,6.47,L3,"
"
chow chow,90.54,91.64,48.48,90.15,43.65,12.69,Iron ,18.58,188.57,1.02,5.85,L2,"
"
chow chow,87.5,94.42,52.85,92.37,48.3,12.2,Iron ,21.16,192.05,1.07,6.43,L2,"
"
chow chow,115.43,106.78,64.57,107.51,62.89,19.0,Iron ,24.04,293.57,1.91,6.01,L3,"
"
chow chow,109.47,111.12,67.05,105.31,63.01,18.12,Iron ,24.27,317.96,2.14,5.65,L3,"
"
chow chow,117.63,114.25,64.65,106.43,63.24,17.85,Iron ,26.26,283.34,2.14,6.22,L3,"
"
chow chow,117.94,110.65,66.8,98.24,64.75,18.44,Iron ,24.94,317.84,2.0,5.88,L3,"
"
chow chow,115.23,109.41,59.19,107.55,60.28,18.2,Iron ,23.93,320.45,1.97,5.61,L3,"
"
chow chow,85.04,84.56,50.3,93.74,44.25,14.01,Iron ,20.01,193.71,0.97,6.62,L2,"
"
chow chow,91.29,90.93,50.94,85.67,48.52,13.01,Iron ,21.19,198.63,1.08,5.8,L2,"
"
chow chow,108.75,108.96,64.19,100.82,55.76,18.46,Iron ,24.66,292.82,2.0,5.91,L3,"
"
chow chow,88.82,94.42,48.95,93.2,49.77,13.99,Iron ,19.77,209.47,0.99,6.45,L2,"
"
chow chow,86.1,82.94,52.3,94.97,45.49,13.99,Iron ,20.84,203.01,0.95,6.15,L2,"
"
chow chow,120.72,112.36,66.96,98.29,57.73,19.51,Iron ,23.8,280.65,1.96,6.04,L3,"
"
chow chow,114.22,110.2,58.93,98.72,56.3,19.02,Iron ,24.95,285.79,2.11,6.42,L3,"
"
chow chow,96.77,87.86,52.01,96.58,48.45,12.18,Iron ,20.84,204.13,1.0,6.04,L2,"
"
chow chow,84.61,81.91,46.3,92.17,48.81,13.26,Iron ,18.84,204.99,0.98,6.57,L2,"
"
chow chow,116.28,108.05,64.24,101.98,59.06,19.62,Iron ,24.72,293.91,2.0,6.11,L3,"
"
chow chow,86.4,88.32,49.79,86.0,43.72,12.47,Iron ,19.48,199.91,1.07,5.9,L2,"
"
chow chow,119.53,114.13,58.07,99.39,63.94,18.31,Iron ,23.09,286.73,1.86,6.38,L3,"
"
chow chow,83.38,90.8,47.37,93.06,47.75,13.85,Iron ,18.77,201.17,1.06,5.94,L2,"
"
chow chow,114.7,111.98,66.55,99.61,55.74,18.14,Iron ,25.0,296.65,2.09,5.82,L3,"
"
chow chow,111.76,102.59,59.94,94.6,57.34,19.76,Iron ,24.97,299.22,1.88,6.04,L3,"
"
chow chow,95.39,85.87,46.83,97.08,48.51,12.24,Iron ,18.57,207.85,0.94,6.51,L2,"
"
chow chow,117.81,115.79,64.64,101.17,62.29,18.59,Iron ,26.39,310.16,1.91,6.39,L3,"
"
chow chow,104.86,111.16,60.24,93.79,63.97,19.67,Iron ,23.76,306.74,2.08,6.05,L3,"
"
 Rigde gurad,84.8,86.15,53.41,95.35,49.92,13.02,Iron ,20.39,185.97,1.02,6.8,L2,"
"
 Rigde gurad,121.4,112.33,63.59,97.43,57.75,17.59,Iron ,23.11,295.4,1.84,6.69,L3,"
"
 Rigde gurad,96.1,89.74,52.67,82.88,48.23,13.58,Iron ,20.04,185.71,0.96,6.51,L2,"
"
 Rigde gurad,93.64,92.75,52.3,84.34,45.97,12.19,Iron ,19.78,207.29,1.05,6.12,L2,"
"
 Rigde gurad,93.27,92.9,45.57,85.06,49.86,13.0,Iron ,18.56,186.51,0.96,6.46,L2,"
"
 Rigde gurad,89.13,85.09,51.22,83.12,48.95,12.76,Iron ,21.28,213.49,0.94,6.14,L2,"
"
 Rigde gurad,111.8,113.53,67.86,105.64,56.38,20.21,Iron ,25.67,312.03,1.99,6.45,L3,"
"
 Rigde gurad,96.8,88.43,48.15,83.27,49.01,13.55,Iron ,20.01,201.69,0.97,6.85,L2,"
"
 Rigde gurad,107.81,115.57,60.94,99.3,63.5,17.6,Iron ,23.99,313.02,1.88,5.97,L3,"
"
 Rigde gurad,82.89,90.01,46.03,91.05,47.96,12.46,Iron ,20.42,204.11,1.05,6.04,L2,"
"
 Rigde gurad,112.26,103.34,62.6,105.19,59.27,18.59,Iron ,26.44,289.4,1.98,6.56,L3,"
"
 Rigde gurad,97.05,84.72,48.82,86.94,47.67,13.93,Iron ,19.43,190.45,1.03,6.95,L2,"
"
 Rigde gurad,113.65,110.42,61.02,98.89,56.88,17.63,Iron ,25.81,302.61,1.95,6.64,L3,"
"
 Rigde gurad,110.54,107.35,62.72,102.29,58.2,19.21,Iron ,25.32,322.62,1.99,6.09,L3,"
"
 Rigde gurad,95.54,86.44,49.51,90.95,48.46,12.98,Iron ,21.52,186.44,1.04,6.75,L2,"
"
 Rigde gurad,85.52,94.88,50.88,83.63,45.43,13.89,Iron ,21.58,205.42,0.95,6.22,L2,"
"
 Rigde gurad,95.35,85.31,51.62,85.73,46.3,12.15,Iron ,19.79,209.09,1.05,6.44,L2,"
"
 Rigde gurad,115.62,110.57,62.27,105.71,62.16,19.67,Iron ,25.59,301.82,1.89,6.64,L3,"
"
 Rigde gurad,114.51,110.26,63.88,104.83,61.06,19.8,Iron ,25.3,301.85,2.02,6.04,L3,"
"
 Rigde gurad,89.57,84.64,50.83,89.82,46.42,12.4,Iron ,21.02,186.79,1.07,6.85,L2,"
"
 Rigde gurad,89.02,87.71,49.14,83.95,43.08,12.35,Iron ,19.54,190.59,1.01,6.12,L2,"
"
 Rigde gurad,103.67,104.17,61.21,99.44,60.6,17.7,Iron ,23.43,312.86,1.95,6.72,L3,"
"
 Rigde gurad,86.78,85.29,50.34,89.13,50.2,13.54,Iron ,20.05,185.48,0.93,5.98,L2,"
"
 Rigde gurad,87.02,89.27,53.37,92.69,48.32,12.73,Iron ,20.35,203.0,1.04,6.47,L2,"
"
 Rigde gurad,118.34,116.39,64.58,100.07,63.93,18.52,Iron ,25.79,292.32,1.97,6.2,L3,"
"
 Rigde gurad,95.85,91.7,45.97,93.56,48.33,12.38,Iron ,21.51,200.19,0.99,6.04,L2,"
"
 Rigde gurad,95.54,86.19,48.79,83.73,45.52,13.75,Iron ,20.6,213.63,0.92,6.44,L2,"
"
 Rigde gurad,92.53,83.08,50.26,95.85,45.14,14.03,Iron ,19.3,210.96,1.01,6.75,L2,"
"
 Rigde gurad,94.51,89.11,53.01,92.83,43.22,13.49,Iron ,19.02,188.89,0.94,5.98,L2,"
"
 Rigde gurad,111.74,116.33,64.92,100.31,62.39,18.01,Iron ,23.25,313.74,2.03,6.22,L3,"
"
 Rigde gurad,88.24,86.43,51.38,87.2,48.27,12.14,Iron ,18.92,188.47,1.01,6.75,L2,"
"
 Rigde gurad,115.47,107.99,65.63,104.32,59.75,20.29,Iron ,23.2,288.21,2.15,6.27,L3,"
"
 Rigde gurad,104.29,113.25,67.14,104.03,57.77,18.52,Iron ,25.14,296.24,2.04,6.65,L3,"
"
 Rigde gurad,83.98,85.13,46.8,92.35,46.06,12.47,Iron ,21.01,199.12,0.97,6.44,L2,"
"
 Rigde gurad,120.91,113.72,62.45,99.31,57.15,20.15,Iron ,25.71,296.42,2.06,5.93,L3,"
"
 Rigde gurad,92.09,90.77,51.54,92.29,44.29,13.7,Iron ,19.27,199.47,0.97,6.41,L2,"
"
 Rigde gurad,114.79,104.41,66.83,100.9,63.78,19.11,Iron ,25.46,301.61,2.02,6.11,L3,"
"
 Rigde gurad,92.75,89.9,46.52,85.24,44.49,12.01,Iron ,19.34,191.01,0.96,6.66,L2,"
"
 Rigde gurad,112.77,101.84,61.32,103.43,55.35,20.2,Iron ,23.2,319.85,2.15,6.5,L3,"
"
 Rigde gurad,90.08,92.73,46.37,88.42,44.38,12.92,Iron ,20.51,195.4,0.97,6.69,L2,"
"
 Rigde gurad,95.19,91.08,53.3,95.08,46.39,13.48,Iron ,20.84,210.29,0.93,6.77,L2,"
"
 Rigde gurad,82.98,82.34,52.23,85.4,46.84,13.45,Iron ,19.29,193.38,1.07,6.86,L2,"
"
 Rigde gurad,103.87,112.71,65.04,104.22,55.61,18.22,Iron ,24.08,293.06,2.14,6.11,L3,"
"
 Rigde gurad,120.77,116.93,60.05,99.73,63.87,20.22,Iron ,26.45,298.36,2.01,6.49,L3,"
"
 Rigde gurad,117.42,115.39,67.36,101.37,56.04,18.29,Iron ,24.58,318.75,1.95,6.44,L3,"
"
 Rigde gurad,96.53,86.89,49.88,88.08,46.75,13.43,Iron ,19.21,196.73,1.06,6.1,L2,"
"
 Rigde gurad,111.28,110.76,65.26,99.31,62.55,20.37,Iron ,24.64,278.69,1.86,6.52,L3,"
"
 Rigde gurad,105.14,110.82,62.87,105.06,62.66,20.25,Iron ,24.94,318.04,1.96,5.97,L3,"
"
 Rigde gurad,115.99,107.74,63.27,104.82,56.17,20.18,Iron ,23.69,308.26,2.07,6.63,L3,"
"
 Rigde gurad,114.19,107.61,60.9,92.29,57.93,20.29,Iron ,23.39,321.96,1.94,5.82,L3,"
"
 Rigde gurad,85.53,84.4,52.58,91.84,44.67,12.26,Iron ,19.84,194.36,0.94,6.06,L2,"
"
 Rigde gurad,93.76,94.03,52.51,84.34,49.17,12.87,Iron ,21.04,208.52,0.95,6.99,L2,"
"
 Rigde gurad,91.12,89.04,50.11,84.16,48.49,13.6,Iron ,20.87,194.93,1.08,6.64,L2,"
"
 Rigde gurad,120.85,114.23,66.9,96.52,56.11,20.36,Iron ,26.1,304.67,2.11,6.2,L3,"
"
 Rigde gurad,91.74,81.9,48.84,87.77,48.0,13.4,Iron ,21.44,187.69,0.97,6.53,L2,"
"
 Rigde gurad,88.33,84.52,46.08,96.5,46.29,12.85,Iron ,18.72,186.93,1.01,6.18,L2,"
"
 Rigde gurad,93.63,85.26,52.85,84.53,48.56,13.81,Iron ,21.22,210.54,1.07,6.78,L2,"
"
 Rigde gurad,95.72,92.42,51.97,96.25,44.49,13.27,Iron ,20.79,210.45,0.98,6.33,L2,"
"
 Rigde gurad,113.99,114.65,66.3,101.2,59.94,19.41,Iron ,23.19,317.21,2.1,6.62,L3,"
"
 Rigde gurad,120.59,106.34,62.57,100.62,62.47,20.25,Iron ,26.55,317.71,2.11,6.14,L3,"
"
 Rigde gurad,83.62,93.09,47.55,92.16,49.83,13.29,Iron ,20.05,206.62,1.03,6.51,L2,"
"
 Rigde gurad,112.59,114.02,60.11,96.09,62.34,18.13,Iron ,24.31,305.06,2.07,6.45,L3,"
"
 Rigde gurad,108.89,107.24,65.0,104.63,64.3,18.59,Iron ,23.88,306.32,1.89,6.14,L3,"
"
 Rigde gurad,91.16,86.72,46.47,89.2,47.13,12.28,Iron ,19.23,197.42,1.0,6.63,L2,"
"
 Rigde gurad,104.2,118.1,63.94,92.92,60.72,18.99,Iron ,26.9,321.54,1.87,6.76,L3,"
"
 Rigde gurad,94.82,81.55,49.04,91.14,43.26,13.54,Iron ,19.56,214.32,0.96,6.93,L2,"
"
 Rigde gurad,88.23,88.15,46.47,89.24,49.82,13.04,Iron ,19.02,190.44,0.99,6.52,L2,"
"
 Rigde gurad,91.02,86.3,47.91,95.06,43.18,13.72,Iron ,19.45,188.73,0.93,6.18,L2,"
"
 Rigde gurad,121.34,103.02,66.24,104.41,60.43,19.57,Iron ,25.37,308.3,1.89,6.51,L3,"
"
 Rigde gurad,86.82,90.94,47.69,96.33,49.83,12.0,Iron ,19.31,214.28,1.03,6.22,L2,"
"
 Rigde gurad,83.84,91.26,48.92,92.54,49.06,13.66,Iron ,19.3,197.45,1.04,6.94,L2,"
"
 Rigde gurad,108.15,109.25,62.36,93.33,62.8,20.49,Iron ,25.73,306.54,2.08,5.92,L3,"
"
 Rigde gurad,116.21,108.93,59.81,96.18,61.75,18.58,Iron ,24.03,280.68,1.84,5.8,L3,"
"
 Rigde gurad,110.66,110.24,60.3,100.72,63.07,18.03,Iron ,23.36,313.26,2.11,6.18,L3,"
"
 Rigde gurad,91.03,93.74,51.1,85.91,43.14,13.23,Iron ,18.41,201.29,0.94,6.39,L2,"
"
 Rigde gurad,87.53,87.84,45.79,87.5,45.64,12.88,Iron ,19.73,184.1,1.01,6.92,L2,"
"
 Rigde gurad,109.99,101.67,63.95,106.11,62.71,18.15,Iron ,25.31,276.69,2.07,6.09,L3,"
"
 Rigde gurad,97.13,92.25,50.39,92.41,48.27,12.77,Iron ,18.67,196.93,1.06,6.14,L2,"
"
 Rigde gurad,116.01,107.45,57.97,106.81,58.68,19.82,Iron ,25.2,276.49,2.07,6.42,L3,"
"
 Rigde gurad,112.61,113.62,61.38,98.67,58.92,19.28,Iron ,26.32,299.63,2.02,6.42,L3,"
"
 Rigde gurad,85.28,83.42,52.32,90.75,44.21,13.94,Iron ,19.72,205.15,1.01,6.13,L2,"
"
 Rigde gurad,90.73,84.16,49.1,90.3,48.06,13.59,Iron ,21.49,201.1,0.98,6.9,L2,"
"
 Rigde gurad,117.89,115.81,65.34,103.98,60.5,19.5,Iron ,26.87,320.86,2.08,6.03,L3,"
"
 Rigde gurad,89.18,82.13,45.56,95.19,47.4,12.06,Iron ,20.87,194.37,0.94,6.97,L2,"
"
 Rigde gurad,104.06,105.77,60.43,104.06,55.42,19.04,Iron ,24.29,288.43,1.87,6.71,L3,"
"
 Rigde gurad,108.75,106.67,64.2,97.22,61.26,19.76,Iron ,24.73,312.7,1.99,6.14,L3,"
"
 Rigde gurad,89.2,83.55,50.12,93.45,46.34,12.96,Iron ,19.0,191.14,0.93,6.19,L2,"
"
 Rigde gurad,105.83,104.66,60.91,107.29,59.35,19.76,Iron ,24.25,304.3,2.05,6.41,L3,"
"
 Rigde gurad,95.32,89.19,47.47,96.84,50.0,12.61,Iron ,19.32,199.43,1.05,6.06,L2,"
"
 Rigde gurad,120.23,108.72,63.38,105.69,61.28,18.65,Iron ,26.04,323.69,2.16,6.7,L3,"
"
 Rigde gurad,89.93,85.9,48.5,83.13,47.8,13.66,Iron ,21.02,184.57,1.08,6.1,L2,"
"
 Rigde gurad,87.23,91.87,46.32,93.92,48.48,12.21,Iron ,19.93,212.82,1.03,6.86,L2,"
"
 Rigde gurad,88.42,81.76,50.21,92.11,46.37,12.06,Iron ,20.71,200.11,0.97,6.77,L2,"
"
 Rigde gurad,96.46,82.86,47.0,94.54,49.61,12.59,Iron ,20.18,185.65,0.98,6.9,L2,"
"
 Rigde gurad,91.22,91.72,51.54,96.55,47.67,13.76,Iron ,19.13,205.09,1.05,6.32,L2,"
"
 Rigde gurad,108.92,102.75,59.73,96.29,61.6,19.29,Iron ,26.2,284.68,2.14,5.82,L3,"
"
